full_name,stars,forks,language,created_at,default_branch,bucket_label,html_url
ml-explore/mlx-examples,8107,1121,Python,2023-11-28T23:37:49Z,main,1001-10000,https://github.com/ml-explore/mlx-examples
google/adk-samples,8049,2138,Python,2025-04-01T20:44:42Z,main,1001-10000,https://github.com/google/adk-samples
dreammis/social-auto-upload,7949,1437,Python,2023-12-04T07:49:16Z,main,1001-10000,https://github.com/dreammis/social-auto-upload
LiheYoung/Depth-Anything,7940,603,Python,2024-01-22T01:09:25Z,main,1001-10000,https://github.com/LiheYoung/Depth-Anything
cheahjs/free-llm-api-resources,7686,739,Python,2024-07-04T20:10:17Z,main,1001-10000,https://github.com/cheahjs/free-llm-api-resources
mouredev/roadmap-retos-programacion,7664,5820,Python,2023-12-18T10:59:18Z,main,1001-10000,https://github.com/mouredev/roadmap-retos-programacion
google-research/timesfm,7556,666,Python,2024-04-29T21:26:26Z,master,1001-10000,https://github.com/google-research/timesfm
InternLM/lmdeploy,7483,641,Python,2023-06-15T12:38:06Z,main,1001-10000,https://github.com/InternLM/lmdeploy
rommapp/romm,7476,322,Python,2023-03-08T16:11:01Z,master,1001-10000,https://github.com/rommapp/romm
meta-llama/llama-models,7422,1310,Python,2024-06-27T22:14:09Z,main,1001-10000,https://github.com/meta-llama/llama-models
google-deepmind/alphafold3,7420,1060,Python,2024-11-11T10:38:11Z,main,1001-10000,https://github.com/google-deepmind/alphafold3
QuivrHQ/MegaParse,7255,407,Python,2024-05-29T08:40:29Z,main,1001-10000,https://github.com/QuivrHQ/MegaParse
ymcui/Chinese-LLaMA-Alpaca-2,7177,567,Python,2023-07-18T23:09:10Z,main,1001-10000,https://github.com/ymcui/Chinese-LLaMA-Alpaca-2
mit-han-lab/streaming-llm,7164,394,Python,2023-09-29T17:45:40Z,main,1001-10000,https://github.com/mit-han-lab/streaming-llm
InternLM/InternLM,7134,501,Python,2023-07-06T04:52:06Z,main,1001-10000,https://github.com/InternLM/InternLM
myshell-ai/MeloTTS,7125,1004,Python,2024-02-19T16:49:14Z,main,1001-10000,https://github.com/myshell-ai/MeloTTS
apple/ml-fastvlm,7120,529,Python,2025-05-01T22:56:43Z,main,1001-10000,https://github.com/apple/ml-fastvlm
yangchris11/samurai,7031,484,Python,2024-11-06T22:46:05Z,master,1001-10000,https://github.com/yangchris11/samurai
joshpxyne/gpt-migrate,6998,502,Python,2023-06-24T22:17:12Z,main,1001-10000,https://github.com/joshpxyne/gpt-migrate
RayVentura/ShortGPT,6994,979,Python,2023-06-27T19:25:33Z,stable,1001-10000,https://github.com/RayVentura/ShortGPT
X-PLUG/MobileAgent,6902,709,Python,2024-01-26T14:17:06Z,main,1001-10000,https://github.com/X-PLUG/MobileAgent
facebookresearch/sam3,6806,816,Python,2025-07-17T16:15:40Z,main,1001-10000,https://github.com/facebookresearch/sam3
princeton-vl/infinigen,6778,549,Python,2023-06-17T09:40:36Z,main,1001-10000,https://github.com/princeton-vl/infinigen
yihong0618/xiaogpt,6752,930,Python,2023-02-16T03:41:28Z,main,1001-10000,https://github.com/yihong0618/xiaogpt
yangjianxin1/Firefly,6627,588,Python,2023-04-02T14:55:59Z,master,1001-10000,https://github.com/yangjianxin1/Firefly
simplescaling/s1,6627,766,Python,2025-02-01T02:38:16Z,main,1001-10000,https://github.com/simplescaling/s1
apple/ml-sharp,6569,426,Python,2025-12-12T03:46:09Z,main,1001-10000,https://github.com/apple/ml-sharp
mesop-dev/mesop,6511,337,Python,2023-10-13T23:24:32Z,main,1001-10000,https://github.com/mesop-dev/mesop
crestalnetwork/intentkit,6480,694,Python,2024-12-09T04:32:22Z,main,1001-10000,https://github.com/crestalnetwork/intentkit
hatchet-dev/hatchet,6414,284,Python,2023-12-15T17:50:29Z,main,1001-10000,https://github.com/hatchet-dev/hatchet
autoscrape-labs/pydoll,6392,342,Python,2024-10-27T15:46:43Z,main,1001-10000,https://github.com/autoscrape-labs/pydoll
microsoft/agent-framework,6356,991,Python,2025-04-28T19:40:42Z,main,1001-10000,https://github.com/microsoft/agent-framework
ReaVNaiL/New-Grad-2024,6271,559,Python,2023-04-02T21:22:38Z,main,1001-10000,https://github.com/ReaVNaiL/New-Grad-2024
SkalskiP/courses,6263,567,Python,2023-04-02T10:34:53Z,master,1001-10000,https://github.com/SkalskiP/courses
meta-pytorch/gpt-fast,6170,569,Python,2023-10-17T05:30:32Z,main,1001-10000,https://github.com/meta-pytorch/gpt-fast
AILab-CVC/YOLO-World,6133,580,Python,2024-01-29T02:04:07Z,master,1001-10000,https://github.com/AILab-CVC/YOLO-World
yl4579/StyleTTS2,6110,654,Python,2023-06-14T00:48:11Z,main,1001-10000,https://github.com/yl4579/StyleTTS2
microsoft/call-center-ai,6089,694,Python,2024-01-09T10:03:55Z,main,1001-10000,https://github.com/microsoft/call-center-ai
microsoft/TaskWeaver,6081,765,Python,2023-09-11T03:17:38Z,main,1001-10000,https://github.com/microsoft/TaskWeaver
bytedance/MegaTTS3,6060,467,Python,2025-03-20T08:57:52Z,main,1001-10000,https://github.com/bytedance/MegaTTS3
SevaSk/ecoute,6039,852,Python,2023-05-08T02:10:27Z,main,1001-10000,https://github.com/SevaSk/ecoute
pengxiao-song/LaWGPT,6025,553,Python,2023-04-20T15:45:28Z,main,1001-10000,https://github.com/pengxiao-song/LaWGPT
rednote-hilab/dots.ocr,5957,585,Python,2025-07-30T11:03:59Z,master,1001-10000,https://github.com/rednote-hilab/dots.ocr
2025Emma/vibe-coding-cn,5930,680,Python,2025-12-17T00:10:23Z,main,1001-10000,https://github.com/2025Emma/vibe-coding-cn
Doubiiu/ToonCrafter,5926,527,Python,2024-05-28T19:17:40Z,main,1001-10000,https://github.com/Doubiiu/ToonCrafter
openai/openai-cs-agents-demo,5899,913,Python,2025-06-14T03:07:09Z,main,1001-10000,https://github.com/openai/openai-cs-agents-demo
muratcankoylan/Agent-Skills-for-Context-Engineering,5895,473,Python,2025-12-21T02:43:42Z,main,1001-10000,https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering
MadcowD/ell,5873,351,Python,2024-07-22T01:08:02Z,main,1001-10000,https://github.com/MadcowD/ell
WECENG/ticket-purchase,5840,718,Python,2023-10-12T05:40:06Z,master,1001-10000,https://github.com/WECENG/ticket-purchase
om-ai-lab/VLM-R1,5795,377,Python,2025-02-06T16:12:30Z,main,1001-10000,https://github.com/om-ai-lab/VLM-R1
microsoft/LLMLingua,5740,345,Python,2023-07-07T06:26:00Z,main,1001-10000,https://github.com/microsoft/LLMLingua
microsoft/promptbase,5724,328,Python,2023-12-12T08:00:11Z,main,1001-10000,https://github.com/microsoft/promptbase
datajuicer/data-juicer,5711,313,Python,2023-08-01T09:16:41Z,main,1001-10000,https://github.com/datajuicer/data-juicer
ramon-victor/freegpt-webui,5677,1239,Python,2023-06-04T00:37:35Z,main,1001-10000,https://github.com/ramon-victor/freegpt-webui
andrewyng/translation-agent,5624,691,Python,2024-05-13T01:18:22Z,main,1001-10000,https://github.com/andrewyng/translation-agent
kyegomez/swarms,5564,708,Python,2023-05-11T01:09:00Z,master,1001-10000,https://github.com/kyegomez/swarms
MervinPraison/PraisonAI,5543,753,Python,2024-03-19T16:45:25Z,main,1001-10000,https://github.com/MervinPraison/PraisonAI
Open-LLM-VTuber/Open-LLM-VTuber,5511,701,Python,2023-11-24T04:55:43Z,main,1001-10000,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber
infinition/Bjorn,5501,309,Python,2024-06-02T11:33:14Z,main,1001-10000,https://github.com/infinition/Bjorn
huggingface/alignment-handbook,5471,468,Python,2023-08-25T11:35:34Z,main,1001-10000,https://github.com/huggingface/alignment-handbook
imoneoi/openchat,5468,433,Python,2023-05-25T14:58:59Z,master,1001-10000,https://github.com/imoneoi/openchat
iflytek/astron-rpa,5458,852,Python,2025-09-20T08:51:40Z,main,1001-10000,https://github.com/iflytek/astron-rpa
facebookresearch/sam-3d-objects,5329,531,Python,2025-09-29T20:46:40Z,main,1001-10000,https://github.com/facebookresearch/sam-3d-objects
bytedance/LatentSync,5311,859,Python,2024-12-11T10:32:54Z,main,1001-10000,https://github.com/bytedance/LatentSync
facebookresearch/sapiens,5257,312,Python,2024-08-13T17:50:46Z,main,1001-10000,https://github.com/facebookresearch/sapiens
qodo-ai/qodo-cover,5253,488,Python,2024-05-18T09:34:18Z,main,1001-10000,https://github.com/qodo-ai/qodo-cover
leminlimez/Nugget,5210,301,Python,2024-09-02T21:20:13Z,main,1001-10000,https://github.com/leminlimez/Nugget
SamuelSchmidgall/AgentLaboratory,5174,752,Python,2025-01-08T02:00:51Z,main,1001-10000,https://github.com/SamuelSchmidgall/AgentLaboratory
deepseek-ai/DeepSeek-VL2,5172,1809,Python,2024-12-13T04:55:41Z,main,1001-10000,https://github.com/deepseek-ai/DeepSeek-VL2
coleam00/ottomator-agents,5171,1837,Python,2024-12-02T00:47:45Z,main,1001-10000,https://github.com/coleam00/ottomator-agents
xhongc/music-tag-web,5169,366,Python,2023-03-11T07:24:17Z,dev_1.0,1001-10000,https://github.com/xhongc/music-tag-web
docker/genai-stack,5157,1170,Python,2023-09-13T12:03:09Z,main,1001-10000,https://github.com/docker/genai-stack
Pennyw0rth/NetExec,5116,634,Python,2023-09-08T15:36:00Z,main,1001-10000,https://github.com/Pennyw0rth/NetExec
roboflow/rf-detr,5063,567,Python,2025-03-19T20:43:00Z,develop,1001-10000,https://github.com/roboflow/rf-detr
InternLM/xtuner,5044,396,Python,2023-07-11T03:18:13Z,main,1001-10000,https://github.com/InternLM/xtuner
Zejun-Yang/AniPortrait,5020,624,Python,2024-03-22T08:07:20Z,main,1001-10000,https://github.com/Zejun-Yang/AniPortrait
AILab-CVC/VideoCrafter,5015,401,Python,2023-04-03T09:27:42Z,main,1001-10000,https://github.com/AILab-CVC/VideoCrafter
philz1337x/clarity-upscaler,4937,528,Python,2024-03-15T15:21:40Z,main,1001-10000,https://github.com/philz1337x/clarity-upscaler
zhaochenyang20/Awesome-ML-SYS-Tutorial,4935,320,Python,2024-11-09T17:37:17Z,main,1001-10000,https://github.com/zhaochenyang20/Awesome-ML-SYS-Tutorial
SCIR-HI/Huatuo-Llama-Med-Chinese,4927,500,Python,2023-03-31T13:21:24Z,main,1001-10000,https://github.com/SCIR-HI/Huatuo-Llama-Med-Chinese
agiresearch/AIOS,4925,654,Python,2024-01-15T03:52:41Z,main,1001-10000,https://github.com/agiresearch/AIOS
mrexodia/ida-pro-mcp,4906,524,Python,2025-03-25T22:23:41Z,main,1001-10000,https://github.com/mrexodia/ida-pro-mcp
gd3kr/BlenderGPT,4899,387,Python,2023-03-21T13:46:50Z,main,1001-10000,https://github.com/gd3kr/BlenderGPT
ok-oldking/ok-wuthering-waves,4893,304,Python,2024-06-08T08:39:23Z,master,1001-10000,https://github.com/ok-oldking/ok-wuthering-waves
NEKOparapa/AiNiee,4888,311,Python,2023-04-14T13:58:00Z,main,1001-10000,https://github.com/NEKOparapa/AiNiee
NVlabs/Sana,4876,323,Python,2024-10-11T20:19:45Z,main,1001-10000,https://github.com/NVlabs/Sana
eli64s/readme-ai,2841,265,Python,2023-01-16T19:47:17Z,main,1001-10000,https://github.com/eli64s/readme-ai
facebookresearch/sam-audio,2828,228,Python,2025-09-04T16:46:34Z,main,1001-10000,https://github.com/facebookresearch/sam-audio
chflame163/ComfyUI_LayerStyle,2822,175,Python,2024-01-17T12:57:41Z,main,1001-10000,https://github.com/chflame163/ComfyUI_LayerStyle
Dicklesworthstone/llm_aided_ocr,2811,201,Python,2023-07-26T23:54:37Z,main,1001-10000,https://github.com/Dicklesworthstone/llm_aided_ocr
sgl-project/mini-sglang,2809,297,Python,2025-09-01T22:31:45Z,main,1001-10000,https://github.com/sgl-project/mini-sglang
huggingface/datatrove,2805,236,Python,2023-06-14T12:05:28Z,main,1001-10000,https://github.com/huggingface/datatrove
leptonai/leptonai,2803,193,Python,2023-09-06T20:38:00Z,main,1001-10000,https://github.com/leptonai/leptonai
SCUTlihaoyu/open-chat-video-editor,2803,367,Python,2023-05-05T09:23:28Z,main,1001-10000,https://github.com/SCUTlihaoyu/open-chat-video-editor
datawhalechina/all-in-rag,2798,1289,Python,2025-06-05T08:12:35Z,main,1001-10000,https://github.com/datawhalechina/all-in-rag
UX-Decoder/Semantic-SAM,2797,143,Python,2023-07-10T17:13:37Z,main,1001-10000,https://github.com/UX-Decoder/Semantic-SAM
haoheliu/AudioLDM,2796,255,Python,2023-01-29T22:40:38Z,main,1001-10000,https://github.com/haoheliu/AudioLDM
ErlichLiu/DeepClaude,2773,502,Python,2025-02-01T11:04:17Z,main,1001-10000,https://github.com/ErlichLiu/DeepClaude
1rgs/claude-code-proxy,2772,376,Python,2025-03-19T00:35:26Z,main,1001-10000,https://github.com/1rgs/claude-code-proxy
microsoft/promptbench,2769,219,Python,2023-06-13T14:32:34Z,main,1001-10000,https://github.com/microsoft/promptbench
xingpingcn/enhanced-FaaS-in-China,2753,162,Python,2024-03-07T13:14:41Z,main,1001-10000,https://github.com/xingpingcn/enhanced-FaaS-in-China
Pointcept/Pointcept,2749,330,Python,2023-03-21T17:28:09Z,main,1001-10000,https://github.com/Pointcept/Pointcept
sunsmarterjie/yolov12,2747,395,Python,2025-02-06T20:05:57Z,main,1001-10000,https://github.com/sunsmarterjie/yolov12
changyeyu/LLM-RL-Visualized,2744,267,Python,2025-04-26T14:30:47Z,master,1001-10000,https://github.com/changyeyu/LLM-RL-Visualized
HKUDS/Paper2Slides,2721,360,Python,2025-12-07T06:15:43Z,main,1001-10000,https://github.com/HKUDS/Paper2Slides
freedmand/semantra,2681,157,Python,2023-03-31T03:26:49Z,main,1001-10000,https://github.com/freedmand/semantra
thinking-machines-lab/tinker-cookbook,2678,284,Python,2025-07-14T22:10:00Z,main,1001-10000,https://github.com/thinking-machines-lab/tinker-cookbook
urchade/GLiNER,2674,244,Python,2023-11-14T18:11:11Z,main,1001-10000,https://github.com/urchade/GLiNER
Maxteabag/sqlit,2664,61,Python,2025-12-13T00:10:36Z,main,1001-10000,https://github.com/Maxteabag/sqlit
yuweihao/MambaOut,2627,48,Python,2024-05-13T21:14:49Z,main,1001-10000,https://github.com/yuweihao/MambaOut
atopile/atopile,2600,154,Python,2023-12-19T20:52:13Z,main,1001-10000,https://github.com/atopile/atopile
Awesome3DGS/3D-Gaussian-Splatting-Papers,2587,105,Python,2023-12-20T11:47:05Z,main,1001-10000,https://github.com/Awesome3DGS/3D-Gaussian-Splatting-Papers
spcl/graph-of-thoughts,2568,191,Python,2023-08-18T14:15:39Z,main,1001-10000,https://github.com/spcl/graph-of-thoughts
EnhancedJax/Bagels,2564,89,Python,2024-11-01T16:12:42Z,main,1001-10000,https://github.com/EnhancedJax/Bagels
autodistill/autodistill,2561,207,Python,2023-06-06T20:16:41Z,main,1001-10000,https://github.com/autodistill/autodistill
jasonxtn/Argus,2558,292,Python,2024-10-01T22:13:51Z,main,1001-10000,https://github.com/jasonxtn/Argus
6drf21e/ChatTTS_colab,2553,323,Python,2024-05-30T04:09:54Z,main,1001-10000,https://github.com/6drf21e/ChatTTS_colab
MashiroSaber03/Saber-Translator,2551,76,Python,2025-02-20T08:53:17Z,main,1001-10000,https://github.com/MashiroSaber03/Saber-Translator
lamini-ai/lamini,2541,154,Python,2023-04-20T01:35:51Z,main,1001-10000,https://github.com/lamini-ai/lamini
leigest519/ScreenCoder,2528,243,Python,2025-07-28T10:10:58Z,main,1001-10000,https://github.com/leigest519/ScreenCoder
HuaYaoAI/FinGenius,2509,726,Python,2025-05-20T09:11:19Z,main,1001-10000,https://github.com/HuaYaoAI/FinGenius
Lightricks/ComfyUI-LTXVideo,2507,247,Python,2024-11-21T16:26:05Z,master,1001-10000,https://github.com/Lightricks/ComfyUI-LTXVideo
Tencent/MimicMotion,2496,221,Python,2024-06-24T08:08:08Z,main,1001-10000,https://github.com/Tencent/MimicMotion
HiDream-ai/HiDream-I1,2491,240,Python,2025-04-06T07:18:20Z,main,1001-10000,https://github.com/HiDream-ai/HiDream-I1
memodb-io/memobase,2486,190,Python,2024-09-03T03:20:53Z,main,1001-10000,https://github.com/memodb-io/memobase
KimMeen/Time-LLM,2465,436,Python,2024-01-20T01:26:30Z,main,1001-10000,https://github.com/KimMeen/Time-LLM
KohakuBlueleaf/LyCORIS,2461,172,Python,2023-02-27T11:05:13Z,main,1001-10000,https://github.com/KohakuBlueleaf/LyCORIS
protectai/vulnhuntr,2446,279,Python,2024-10-15T19:44:25Z,main,1001-10000,https://github.com/protectai/vulnhuntr
snap-stanford/Biomni,2444,408,Python,2025-03-19T21:06:53Z,main,1001-10000,https://github.com/snap-stanford/Biomni
EvoAgentX/EvoAgentX,2441,194,Python,2025-04-15T21:48:15Z,main,1001-10000,https://github.com/EvoAgentX/EvoAgentX
Jittor/JittorLLMs,2426,191,Python,2023-04-02T06:22:01Z,main,1001-10000,https://github.com/Jittor/JittorLLMs
chatdoc-com/OCRFlux,2412,149,Python,2025-06-04T03:36:43Z,main,1001-10000,https://github.com/chatdoc-com/OCRFlux
huggingface/nanotron,2408,264,Python,2023-09-11T14:40:28Z,main,1001-10000,https://github.com/huggingface/nanotron
OpenBMB/UltraRAG,2406,203,Python,2025-01-16T10:56:02Z,main,1001-10000,https://github.com/OpenBMB/UltraRAG
facebookresearch/sam-3d-body,2403,236,Python,2025-07-29T18:43:11Z,main,1001-10000,https://github.com/facebookresearch/sam-3d-body
yxlllc/DDSP-SVC,2390,281,Python,2023-03-04T16:56:39Z,master,1001-10000,https://github.com/yxlllc/DDSP-SVC
jackmpcollins/magentic,2387,121,Python,2023-06-18T04:04:06Z,main,1001-10000,https://github.com/jackmpcollins/magentic
pipeshub-ai/pipeshub-ai,2387,365,Python,2025-03-06T18:51:10Z,main,1001-10000,https://github.com/pipeshub-ai/pipeshub-ai
zai-org/CodeGeeX4,2352,244,Python,2024-07-03T11:01:55Z,main,1001-10000,https://github.com/zai-org/CodeGeeX4
test-time-training/ttt-video-dit,2343,193,Python,2025-04-07T17:40:20Z,main,1001-10000,https://github.com/test-time-training/ttt-video-dit
stanford-cs336/spring2025-lectures,2341,508,Python,2025-03-02T20:33:47Z,main,1001-10000,https://github.com/stanford-cs336/spring2025-lectures
lmnr-ai/index,2331,123,Python,2024-11-30T19:34:02Z,main,1001-10000,https://github.com/lmnr-ai/index
bilibili/Index-anisora,2329,128,Python,2024-12-16T08:24:45Z,main,1001-10000,https://github.com/bilibili/Index-anisora
thewh1teagle/kokoro-onnx,2325,237,Python,2025-01-03T14:59:41Z,main,1001-10000,https://github.com/thewh1teagle/kokoro-onnx
wgsxm/PartCrafter,2325,151,Python,2025-06-09T06:13:50Z,main,1001-10000,https://github.com/wgsxm/PartCrafter
Cicada000/VV,2309,72,Python,2024-12-19T13:22:04Z,main,1001-10000,https://github.com/Cicada000/VV
OmniSVG/OmniSVG,2298,76,Python,2025-04-07T11:14:32Z,main,1001-10000,https://github.com/OmniSVG/OmniSVG
opengeos/geoai,2295,314,Python,2023-08-11T20:05:04Z,main,1001-10000,https://github.com/opengeos/geoai
plexe-ai/plexe,2288,221,Python,2025-01-05T18:34:25Z,main,1001-10000,https://github.com/plexe-ai/plexe
oxylabs/oxylabs-ai-studio-py,2286,15,Python,2025-06-17T12:39:39Z,main,1001-10000,https://github.com/oxylabs/oxylabs-ai-studio-py
severian42/GraphRAG-Local-UI,2283,287,Python,2024-07-14T06:05:48Z,main,1001-10000,https://github.com/severian42/GraphRAG-Local-UI
baaivision/Emu3,2274,90,Python,2024-09-26T11:03:22Z,main,1001-10000,https://github.com/baaivision/Emu3
Meekdai/Gmeek,2269,351,Python,2023-07-28T04:30:15Z,main,1001-10000,https://github.com/Meekdai/Gmeek
buaacyw/MeshAnything,2258,100,Python,2024-06-16T16:02:59Z,main,1001-10000,https://github.com/buaacyw/MeshAnything
google-gemini/deprecated-generative-ai-python,2256,484,Python,2023-05-03T21:27:14Z,main,1001-10000,https://github.com/google-gemini/deprecated-generative-ai-python
apirrone/Open_Duck_Mini,2250,283,Python,2024-05-16T14:03:25Z,v2,1001-10000,https://github.com/apirrone/Open_Duck_Mini
Mega4alik/ollm,2249,199,Python,2025-08-16T23:50:10Z,main,1001-10000,https://github.com/Mega4alik/ollm
trypromptly/LLMStack,2248,333,Python,2023-08-06T00:39:25Z,main,1001-10000,https://github.com/trypromptly/LLMStack
Alpha-VLLM/Lumina-T2X,2246,94,Python,2024-03-28T13:23:28Z,main,1001-10000,https://github.com/Alpha-VLLM/Lumina-T2X
facebookresearch/schedule_free,2244,69,Python,2024-03-27T20:15:30Z,main,1001-10000,https://github.com/facebookresearch/schedule_free
aigc-apps/EasyAnimate,2243,179,Python,2024-04-11T08:52:50Z,main,1001-10000,https://github.com/aigc-apps/EasyAnimate
24mlight/A_Share_investment_Agent,2241,585,Python,2025-01-07T06:56:46Z,main,1001-10000,https://github.com/24mlight/A_Share_investment_Agent
XLabs-AI/x-flux,2229,161,Python,2024-08-05T15:07:27Z,main,1001-10000,https://github.com/XLabs-AI/x-flux
yolain/ComfyUI-Easy-Use,2221,153,Python,2023-12-10T07:02:36Z,main,1001-10000,https://github.com/yolain/ComfyUI-Easy-Use
openai/consistencydecoder,2205,77,Python,2023-11-02T13:06:36Z,main,1001-10000,https://github.com/openai/consistencydecoder
kijai/ComfyUI-SUPIR,2202,114,Python,2024-02-28T19:14:40Z,main,1001-10000,https://github.com/kijai/ComfyUI-SUPIR
qhjqhj00/MemoRAG,2195,155,Python,2024-09-04T02:14:32Z,main,1001-10000,https://github.com/qhjqhj00/MemoRAG
gligen/GLIGEN,2188,165,Python,2023-01-13T06:05:33Z,master,1001-10000,https://github.com/gligen/GLIGEN
open-thoughts/open-thoughts,2184,182,Python,2025-01-27T22:28:56Z,main,1001-10000,https://github.com/open-thoughts/open-thoughts
lucidrains/lion-pytorch,2183,56,Python,2023-02-15T04:24:19Z,main,1001-10000,https://github.com/lucidrains/lion-pytorch
JiauZhang/DragGAN,2148,160,Python,2023-05-20T01:02:28Z,main,1001-10000,https://github.com/JiauZhang/DragGAN
vladkens/twscrape,2136,267,Python,2023-05-05T20:39:28Z,main,1001-10000,https://github.com/vladkens/twscrape
XiaoMi/xiaomi-miloco,2132,142,Python,2025-11-06T13:01:59Z,main,1001-10000,https://github.com/XiaoMi/xiaomi-miloco
YiVal/YiVal,2123,329,Python,2023-07-15T02:04:35Z,master,1001-10000,https://github.com/YiVal/YiVal
oxylabs/how-to-scrape-google-trends,2109,14,Python,2024-08-06T14:12:39Z,main,1001-10000,https://github.com/oxylabs/how-to-scrape-google-trends
SafeAILab/EAGLE,2106,239,Python,2023-12-07T19:08:39Z,main,1001-10000,https://github.com/SafeAILab/EAGLE
tonyzhaozh/aloha,2105,319,Python,2023-02-22T05:46:24Z,main,1001-10000,https://github.com/tonyzhaozh/aloha
HZJQF/help_tool,997,438,Python,2024-08-31T09:33:40Z,main,101-1000,https://github.com/HZJQF/help_tool
Quenary/tugtainer,996,34,Python,2025-09-18T18:25:56Z,main,101-1000,https://github.com/Quenary/tugtainer
nv-tlabs/Difix3D,994,78,Python,2025-04-26T00:58:38Z,main,101-1000,https://github.com/nv-tlabs/Difix3D
likejazz/llama3.np,993,81,Python,2024-05-13T09:16:30Z,main,101-1000,https://github.com/likejazz/llama3.np
savbell/whisper-writer,993,154,Python,2023-04-18T23:08:57Z,main,101-1000,https://github.com/savbell/whisper-writer
hkchengrex/Cutie,990,93,Python,2023-10-19T17:49:24Z,main,101-1000,https://github.com/hkchengrex/Cutie
OpenLMLab/LOMO,989,68,Python,2023-06-16T08:17:45Z,main,101-1000,https://github.com/OpenLMLab/LOMO
ZTE-AICloud/Co-Sight,986,285,Python,2025-04-29T10:30:08Z,master,101-1000,https://github.com/ZTE-AICloud/Co-Sight
callous-youth/BOAT,985,136,Python,2024-11-27T02:08:39Z,main,101-1000,https://github.com/callous-youth/BOAT
metauto-ai/GPTSwarm,985,86,Python,2024-02-26T20:29:59Z,main,101-1000,https://github.com/metauto-ai/GPTSwarm
BrasD99/HeyGenClone,984,215,Python,2023-09-22T17:26:53Z,main,101-1000,https://github.com/BrasD99/HeyGenClone
zilliztech/VectorDBBench,982,314,Python,2023-05-10T02:16:41Z,main,101-1000,https://github.com/zilliztech/VectorDBBench
BrianPugh/cyclopts,982,31,Python,2023-11-03T02:24:25Z,main,101-1000,https://github.com/BrianPugh/cyclopts
Liuhong99/Sophia,981,57,Python,2023-05-23T10:00:14Z,main,101-1000,https://github.com/Liuhong99/Sophia
lmarena/arena-hard-auto,980,138,Python,2023-11-04T03:54:08Z,main,101-1000,https://github.com/lmarena/arena-hard-auto
IST-DASLab/marlin,978,83,Python,2024-01-17T13:07:53Z,master,101-1000,https://github.com/IST-DASLab/marlin
Faugus/faugus-launcher,978,28,Python,2024-06-03T22:39:52Z,main,101-1000,https://github.com/Faugus/faugus-launcher
google-deepmind/mujoco_warp,976,109,Python,2025-03-17T22:35:01Z,main,101-1000,https://github.com/google-deepmind/mujoco_warp
oxylabs/how-to-bypass-amazon-captcha,975,3,Python,2024-01-22T15:17:11Z,main,101-1000,https://github.com/oxylabs/how-to-bypass-amazon-captcha
k3yomi/Wall-of-Flippers,975,70,Python,2023-06-11T20:29:47Z,main,101-1000,https://github.com/k3yomi/Wall-of-Flippers
dcharatan/flowmap,974,92,Python,2024-04-22T22:10:49Z,main,101-1000,https://github.com/dcharatan/flowmap
Topdu/OpenOCR,973,82,Python,2024-05-31T14:47:47Z,main,101-1000,https://github.com/Topdu/OpenOCR
yuchenlin/LLM-Blender,973,86,Python,2023-05-31T22:09:10Z,main,101-1000,https://github.com/yuchenlin/LLM-Blender
wang-rui/phishguard-scaffold,973,168,Python,2025-09-08T01:03:26Z,main,101-1000,https://github.com/wang-rui/phishguard-scaffold
kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference,972,209,Python,2023-07-06T05:42:43Z,main,101-1000,https://github.com/kennethleungty/Llama-2-Open-Source-LLM-CPU-Inference
apache/iceberg-python,972,418,Python,2023-08-11T06:07:31Z,main,101-1000,https://github.com/apache/iceberg-python
ddPn08/Radiata,971,68,Python,2023-02-04T06:54:49Z,main,101-1000,https://github.com/ddPn08/Radiata
AndrewZhe/lawyer-llama,971,130,Python,2023-04-12T11:02:13Z,main,101-1000,https://github.com/AndrewZhe/lawyer-llama
N0rz3/Phunter,970,112,Python,2023-12-30T13:21:14Z,master,101-1000,https://github.com/N0rz3/Phunter
syssec-utd/pylingual,969,130,Python,2025-03-07T21:23:20Z,main,101-1000,https://github.com/syssec-utd/pylingual
TutteInstitute/datamapplot,968,69,Python,2023-12-18T15:39:22Z,main,101-1000,https://github.com/TutteInstitute/datamapplot
DmitryRyumin/ICCV-2023-25-Papers,968,46,Python,2023-09-04T09:35:11Z,main,101-1000,https://github.com/DmitryRyumin/ICCV-2023-25-Papers
hyperdiv/hyperdiv,967,34,Python,2024-02-19T22:39:30Z,main,101-1000,https://github.com/hyperdiv/hyperdiv
microsoft/MM-REACT,964,69,Python,2023-03-15T06:56:13Z,main,101-1000,https://github.com/microsoft/MM-REACT
yohanshin/WHAM,961,108,Python,2023-12-08T09:17:54Z,main,101-1000,https://github.com/yohanshin/WHAM
disler/always-on-ai-assistant,960,211,Python,2025-01-12T18:17:51Z,main,101-1000,https://github.com/disler/always-on-ai-assistant
minghanqin/LangSplat,960,102,Python,2023-12-11T06:33:35Z,main,101-1000,https://github.com/minghanqin/LangSplat
FireRedTeam/FireRedTTS,892,81,Python,2024-08-15T07:02:20Z,fireredtts-1s,101-1000,https://github.com/FireRedTeam/FireRedTTS
pixegami/langchain-rag-tutorial,891,490,Python,2023-11-13T09:14:54Z,main,101-1000,https://github.com/pixegami/langchain-rag-tutorial
